start,end,speaker,text
4112.50,4114.50,MOT,これでしたっけ
4114.50,4150.50,CHI,いや、どれでもいいんですけど ちょっとお聞きしたいことなんですかね いや、これではないんだもん あ、違う そう、イビンちゃんお写真と あ、みちみ みちみちゃん チーズ はい え、いいかできました? はい はい はい はい、いいかできました? はい、いいか はい、いいかは みちみ はい、チーズ
4150.50,4156.50,MOT,あり あ、でも好きじゃないですか 好きでしょう写真
4156.50,4158.50,CHI,あら、何あった?何食べたの?
4158.50,4168.50,MOT,黒いな あれ、本当に ちょっとください ちょっと ちょっと
4168.50,4174.50,CHI,このタイムはしばいいんですけど え 何
4176.50,4202.50,CHI,どうしたか みんな 変わる どうだったらできた あの え うん そうそうそう この、あ、黒 え、あ、これがごって書いてあるんですけど 書いてないですよね どうしたのかなと思った あ、分かんない
4202.50,4212.50,MOT,あれ? 前回のがこれですよね それで タイム付け落としてるだけですかね つめ
4212.50,4228.50,CHI,あ、つめは2ですね ずっとして分かるで あとこれ 分からない は、向きにうなって なっているから あ、そう、そう そうですねそうですね
4228.50,4258.50,MOT,記入に帰ってしまった いや、帰ってないですよ 記入っていうのをやめて 書き落としたのか それともホテルソーラーから なんなんで一応書いてもらおう ってことに あ、そういうこと あ、それは見えますか これ これ これ これ 番号がないですけど 番号
4258.50,4272.50,CHI,ここでいいんですかね あ、あ、あ、あ、あ 確実に分かってるでいいんですかね 分かってる あ、番号 多分4番 はい
4272.50,4302.50,MOT,これが何口が はい、ここに それですよね なんでこれ こっちの方に行きましたっけ これ コピーをお渡しするのをやめて はい 毎回前のことも覚えてなくていいですから その時の状態をつけて いただきたいんですけど 結局手紙は 同じことだってことが分かったんですね 結局前のやつのコピーを こうやって見るんでも
4302.50,4304.50,CHI,読みますもんね
4304.50,4322.50,MOT,同じことでしょ で、ちょっとあの、しみやってる人間からの 相談があって できれば 毎回さらにやってほしいって言うんですね 考えたら手前一緒だし 長さんと 一緒だって言うんで 僕も自分の方やってるんですけど
4322.50,4324.50,CHI,だから
4324.50,4380.50,MOT,心動にしようと思って でですね 今ちょっと見ちゃいました 後で 要するに前のことは忘れてくだった結構です 前何番だったかなとか 見たないでください それで結構です ちょっと2回書かなきゃいけないっていう 意味の手間が増えるんですけど こちらに関しては一緒だと思います それからさっき言いましたけど わからないっていうのも 向き入れじゃなくて 1回ってください それで 言うけどもわかってる っていうのが5じゃなくて 2とか3かなって思うのがあると思うんですよ だから でわかる方も 言ってもわかる方も 全部数字を入れてください それが一番わかりやすい方だと思うんですね ちょっと変えますね ちょっと すみません なんかわかりやすかったら質問してください
4380.50,4388.50,CHI,これで はい よいしょ どれくらいな
